rank,name,url,score,criteria_score,modifier_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
312,Spacetube,https://spacetu.be,29.5,26.5,3,0.87,MEDIUM,LOW,criteria,"Spacetube describes itself as ""Group-to-group chat tool built on Matrix for secure decentralised communication"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. In practice: spacetube addresses digital rights and online freedoms. Group-to-group chat tool built on Matrix for secure decentralised communication."
313,CivicMatch,https://civicmatch.app,29.2,18.2,11,0.73,MEDIUM,LOW,criteria,"CivicMatch describes itself as ""Connect citizens with civic opportunities and elected representatives"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
314,The Decelerator,https://decelerator.org.uk,27.2,19.2,8,0.87,MEDIUM,HIGH,criteria,"The Decelerator describes itself as ""A free support service for civil society organisations facing endings — closures"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
315,Fission Codes,https://github.com/fission-codes/fission-codes,26.5,22.5,4,0.8,MEDIUM,LOW,criteria,"Fission Codes describes itself as ""Status codes for smart contracts powering microservices for Web3"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A modest +4-point modifier adjustment reflects partial alignment with my value modifiers — not a decisive factor, but a consistent one."
316,Kagi SlopStop,https://blog.kagi.com/slopstop,25.5,25.5,0,1.0,MEDIUM,LOW,criteria,"Kagi SlopStop describes itself as ""Community-driven AI slop detection in Kagi Search — your collective defense against"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. In practice: kagi SlopStop addresses addressing content moderation and online discourse quality and combating disinformation and media manipulation."
317,Unknown Academic Paper (SSRN 5351275),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275,25,15.3,8,0.33,HIGH,NONE,underdog-protection,Unknown Academic Paper (SSRN 5351275) is a low-profile project with limited documentation — dossier completeness below 0.35 triggers my underdog floor. I apply this floor deliberately: thin evidence shouldn't be read as evidence of thinness — some projects simply lack the visibility of better-resourced peers. I hold this score with HIGH uncertainty and would revise substantially with more operational evidence.
318,,https://tracking-template-38b4c.web.app,25,15.3,8,0.27,HIGH,NONE,underdog-protection, is a low-profile project with limited documentation — dossier completeness below 0.35 triggers my underdog floor. I apply this floor deliberately: thin evidence shouldn't be read as evidence of thinness — some projects simply lack the visibility of better-resourced peers. I hold this score with HIGH uncertainty and would revise substantially with more operational evidence.
319,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,23.7,12.7,11,0.8,MEDIUM,LOW,criteria,"Keep It In The Community describes itself as ""A platform for community-driven civic engagement and local resource sharing"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
320,The List,https://the-list.uk,22.1,24.1,-2,0.93,MEDIUM,LOW,criteria,"The List describes itself as ""Tracking changes to grant-making behaviour of Trusts and Foundations in the UK — By"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. In practice: the List addresses civic technology. Tracking changes to grant-making behaviour of Trusts and Foundations in the UK — By Fundraisers, For Fundraisers."
321,Consciousness Evolution Operating System (ConSoc),https://www.consoc.io,16.9,5.9,11,0.47,MEDIUM,NONE,criteria,"Consciousness Evolution Operating System (ConSoc) describes itself as ""Feel Symbiotic Cooperation"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
